2,"""（原标题：这位多次“怒怼”发达国家的中国“气候名人”，得了2000万元的大奖！）"
1,"大白新闻注意到，解振华在媒体报道中有着“强硬”的形象，多次在公开场合“怒斥”发达国家。“吕志和奖”全称“吕志和奖——世界文明奖”，该奖项于2015年9月24日由澳门“新赌王”香港嘉华集团主席吕志和设立。奖项旨在促使世界资源可持续发展、改善世人福祉，以及提升正能量，每年度会颁发3个奖项。报道称，每位得奖者将获得奖金高达2000万港元（约合1646.2万元人民币），金额是诺贝尔奖的一倍多。“吕志和奖”分三个类别，包括“促使世界资源可持续发展”“促进世人福祉”和“倡导积极正面人生观及提升正能量”。第一个类别的关注领域是世界粮食供应;第二个类别是医治及控制疫症、传染病或慢性疾病;第三个类别是其行为及成就能启发、激励别人及给予别人希望的个人或团体。据悉，“吕志和奖”的奖项理事会除了包括吕志和之外，还有全国政协副主席董建华、美国前国务卿康多莉扎·赖斯等杰出人士，他们会负责作出最终决定选出3个奖项类别的获奖者。吕志和曾表示，奖项筹备时间超过两年，自己已将20亿港元资产注入“吕志和奖”，作为首期资金，以支持有关奖项长期营运及持续发展。首届“吕志和——世界文明奖” 颁奖典礼于2016年下半年举行，“杂交水稻之父”袁隆平获颁“吕志和奖—持续发展奖”，无国界医生获颁“吕志和奖—人类福祉奖”，美国前总统吉米·卡特获颁“吕志和奖—正能量奖”。此次解振华获得的“持续发展奖”关注预防气候变化，表彰其作为成功游说及促成2015年《巴黎协定》的关键人物，以及在中国领导和推动预防气候变化的工作。解振华通过视频发表获奖感言时说，获奖对我个人、对我这个团队，更重要的是对我们国家在这个领域的政策、措施、行动，特别是取得的一些进展，是一种肯定、鼓励，也是鞭策。《巴黎协定》是2015年12月12日在巴黎气候变化大会上通过、2016年4月22日在纽约签署的气候变化协定，其为2020年后全球应对气候变化行动作出安排，获得诸多国家领导人的欢迎。2016年9月3日，中国全国人大常委会批准中国加入《巴黎气候变化协定》，中国成为23个完成了批准协定的缔约方。然而，曾经作为《巴黎协定》主导国之一的美国于今年6月1日宣布退出。作为中国气候变化事务特别代表的解振华曾表示，在《巴黎协定》的达成、签署、批准、生效的整个过程中，中国政府做出了关键性的重要贡献。2014年，中美两国的领导人发布了《中美气候变化联合声明》，在这个《联合声明》中，最大的发展中国家和最大的发达国家，也是两个最大的温室气体排放国，公布了各自自主贡献的目标。“这实际上就给全球带了一个头，而且也自然形成了一个自下而上、自主决定各国应对气候变化目标的模式。”解振华说，在中美两国带动之下，全球有160多个国家相继都公布了自己的自主贡献的目标，实际上给争论最大的如何确立减排模式、谁来减、怎么减，奠定了基调。在巴黎大会的前夕，要达成《巴黎协定》仍有许多重大的分歧，特别是在减缓、适应、资金、技术、能力建设等很多问题上如何体现发达国家和发展中国家的区分，一直争论不下。解振华说，在这个过程当中，中国政府、中国领导人与发达国家、发展中国家的一些领导人广泛进行接触，广做工作，最后在巴黎大会之前与美国、法国、欧盟、印度、巴西这些国家的领导人发表了联合声明，对《巴黎协议》的重大分歧点应该说都找到了着陆区，实际上找到了共识，找到了解决问题的方案。最后在巴黎大会期间各国代表团在公开、透明、广泛参与的基础之上，达成了《巴黎协定》。解振华曾先后担任国家环境保护总局局长、国家发展和改革委员会副主任等职位，2015年起，担任中国气候变化事务特别代表，全国政协人口资源环境委员会副主任。2005年，时任环保总局局长的他因发生在吉林和黑龙江两省的松花江污染事件而引咎辞职，后调任国家发改委，但是他一直没有离开环保事业。大白新闻注意到，作为“气候名人”，解振华曾多次在公开的国际场合怒斥发达国家。解振华的“强硬”形象始于2011年举办的德班气候大会，作为当时的中国代表团团长，他的一席“怒斥”被媒体广泛报道。2011年12月11日，联合国气候变化大会在南非德班闭，各国代表经过数十小时最后“加时冲刺”，4份决议艰难降生。在11日凌晨的最后一次全体大会上，中国代表团团长解振华在发言时高声怒斥发达国家。解振华在发言中强烈批评一些发达国家拒不履行承诺、反而向发展中国家施压的做法。他说，“一些国家，我们不是看你说什么，我们是在看你做什么。一些国家已经做出承诺，但并没有落实承诺，并没有兑现承诺，并没有采取真正的行动。”说到这里，解振华的声调逐步提高，接连发出质问。“讲大幅度率先减排，减了吗？要对发展中国家提供资金和技术，你提供了吗？讲了20年到现在并没有兑现。我们是发展中国家，我们要发展，我们要消除贫困，我们要保护环境，该做的我们都做了，我们已经做的，你们还没有做到，你有什么资格在这里讲这些道理给我？！”在美国宣布退出《巴黎协定》后，解振华曾多次明确表态，“中方正在就落实《巴黎协定》准备一系列措施，包括启动全国碳交易市场”、“中国将继续积极承担国际责任，坚定支持落实《巴黎协定》，进一步强化应对气候变化的政策行动，百分百兑现所做的承诺。”此前美国总统特朗普在竞选时承诺要主张美国退出《巴黎协定》时，解振华也曾强势回应称，“无论哪个国家的领导人都应该顺应世界发展的潮流和趋势，如果逆潮流而动，老百姓不会答应，而且这些国家经济、社会的发展也会受到影响。”2013年的华沙气候谈判上，时任美国气候变化特使托德·斯特恩威胁发展中国家，如果不同意现有案文，他就将要求重开谈判，并取消已经做出的“让步”。中国代表团团长解振华强调，现有的案文连发展中国家的最低要求都还没有满足。资金是华沙气候大会的核心议题之一。在此之前，发达国家曾经承诺，在2010年到2012年间，为发展中国家应对气候变化提供300亿美元快速启动资金，并确保到2020年时，对发展中国家的资金支持上升至每年1000亿美元的水平。解振华在发言时指出，发展中国家对于资金问题已经没有了太高要求，我们只是想设立时间点和路线图，让大家在长期资金的问题上看到希望。“发达国家承诺到2020年时每年提供给发展中国家的资金水平达到1000亿，那到2016年，总该有个数吧。”解振华明确指出，发展中国家要求发达国家提供资金到2016年达到700亿美元并不过分，而当前的案文没有满足发展中国家的最低要求。2009年在哥本哈根召开的联合国气候大会上，中国作为重要的发展中国家，也是减排大国，表明坚持发展权的底线，不会进一步减排。时任联合国气候大会中国代表团团长解振华曾表示，“中国自主采取的行动，没有什么谈判的余地。我跟他们讲，已经谈判了这么多年，公约里要求你要出资金跟技术，到现在为止，资金没有落实，技术没有落实，你有什么资格来跟我提，让我做的更多呢？”"""
2,情侣扔下漂流瓶 一个月后被渔民捞起当地时间8月21日，加沙，巴勒斯坦渔民Jihadal-Soltan展示他近日在加沙海滩上捞起的一个漂流瓶中的信纸。这个漂流瓶中的信是由BethanyWright和男友ZacMarriner写的，这对英国情侣在希腊罗兹岛度假时抛下了漂流瓶，瓶子在地中海中自由漂流，穿越土耳其和塞浦路斯，最后抵达加沙，它旅行一个多月，横跨约500英里。捞到漂流瓶的渔民Jihadal-Soltan今年54岁，是7个孩子的父亲。他说之前从未在海中捞到过这样的瓶子。根据信上的电子邮箱在网上联系到对方后，双方都很惊讶，他们向对方表示了祝福，BethanyWright和ZacMarriner还给Jihadal-Soltan发了自己的生活照。图为渔民Jihadal-Soltan正在收网。据悉，加沙地区并不安全，外面游客很难进入，进入加沙的信件必须要通过以色列的关卡，像这样的事情还是第一次发生。图为渔民Jihadal-Soltan（右）在加沙海滩上捞鱼。据悉，BethanyWright是一名22岁的大学生，来自英国利奇菲尔德地区。她的男友ZacMarriner今年25岁，是一名刚毕业的医生。7月4日，两人在希腊罗兹岛度假时抛下了漂流瓶。经历一个多月，瓶子来到了加沙海滩，被Jihadal-Soltan捞起，可谓是缘分。图为Jihadal-Soltan（左）准备收网捞鱼。瓶中信上写道：“你好，非常感谢你捡到了这个瓶子！为表谢意，这里有些美丽的花请你收下。我们正在希腊罗兹岛度假，想知道这个瓶子最后能漂到哪里。如果你捡到了这个瓶子，请Email联系我们好么，即便它只是漂到了最近的岛屿上，多谢！Zac与Beth呈上”
0,"""（原标题：妻管严丈夫被数落欲跳江）"
1,"长江日报融媒体8月23日讯 “我一个大男人，连200元的家都当不了，活着还有什么意思！“8月22日，蔡甸区一名“妻管严”丈夫因被妻子数落，扬言要跳江；关键时刻，民警顶着骄阳在街头寻找，屡屡给其发送多条温馨短信，终将其平安劝回。当天早上7:09，蔡甸派出所李武作民警接到市民肖女士报警，称其丈夫赵某6时多，开了亲戚家小车出门后，突然给她发来要跳江自杀的短信。肖女士急得跳脚，“人命关天，你们得赶紧想想办法！”李武作带着一名辅警，双方约在蔡甸江滩陈伯华大舞台碰面，了解情况。原来这是一对年轻夫妻。前晚肖女士翻看丈夫手机短信，发现丈夫信用卡透支了200元钱，她担心丈夫在外债台高筑，便声色俱厉地警告他要好自为之。谁知丈夫大清早，便开着亲戚的车，给妻子发信息说，他一个男人花200元钱都作不了主，这个管法生不如死，还不如跳江死了一了百了。李武作一边调取沿江视频，查找车牌；一边联系巡逻队员，取得支援后，一行人撒开网沿江寻找。但因监控视频模糊，历时一个多小时寻找无果。此时，李武作又接到新警情，见肖女士焦急万分、痛苦绝望的表情，他还是不甘放弃，打电话不接，于是又给赵某连发信息：“你要轻生的话，给老婆及家人将会带来沉重打击，他们发动警力在四处寻找你，家人的严苛正是出于爱，你赶快回来吧，他们还是爱你的，你的家人都在等着你”；“生气是一时，人死却不能复生，为区区百元钱的争吵放弃生命，价值何其轻？”；“人只能活一辈子，不要赌气轻生”。李武作在处理另一件警情路上，每隔三五分钟，就给赵某发一条让其珍惜生命的温馨短信。功夫不负有心人。中午11时，李武作突然接到肖女士喜极而泣的电话：“感谢您发的短信，我丈夫已经打消了跳江的轻生念头，刚才回到家。”赵女士表示，她以后会给丈夫充裕个人空间，不至于严苛令他感觉失去自由。民警提醒，家人之间难免会有磕磕碰碰，互相理解，凡事多站在对方角度考虑问题，切不可冲动行事。"""
0,"""（原标题：天鸽珠海登陆！海水倒灌，塔吊倒塌，高楼玻璃乱坠，视频多图直击）"
1,"今天，台风“天鸽”凶猛袭来！中心附近最大风力15级（48米/秒）南都记者现场直击“天鸽”过境【最新消息】台风“天鸽”（强台风级）已于23日12时50分前后在珠海金湾区沿海地区登陆，登陆时中心最大风力14级（45米/秒）。珠海西区湖心路，一楼盘塔吊倒塌。珠海大桥，两辆货车被吹倒。上午11时许，珠海情侣路，负责追风的南都记者被台风刮得站不稳。12时许，南都珠海记者被困车上，开车如行船。珠海交警在大桥执勤，只能手脚并用慢慢挪动。在珠海明珠路上，随处可见这样的场景，时而出现的瞬时狂风甚至让坐在车内的南都记者感到车在不断摇晃。古元美术馆塌了？隔热板被吹跑了。珠海市中心写字楼玻璃乱坠。台风登陆前带来的大雨。深圳湾口岸上午10时许，平日繁忙的深圳湾口岸此刻暂时“宁静”。10时，风暴潮叠加天文大潮，惠州三门岛海水倒灌，道路和码头已被海水淹没。惠州大亚湾区，滨海公园的水也已经漫到公园里了。中山三乡巨龙古玩城的广告牌被吹倒。目前，暂未接到人员伤亡报告。台风登陆前，广州市民悠闲散步晨练。10时35分 广州南沙挂台风红色预警。10时 深圳深圳市气象局8月23日10时发布台风红色预警信号。全市范围内实行“四停”，即：停工、停业、停市、停课。9时 中山中山在9时挂台风红色预警信号，中小学、托幼机构停课8时 江门江门启动防风Ⅰ级应急响应，并发出江门市防风防汛全民动员令，在Ⅰ级应急响应期间，全市范围内实行“三停”，即：停工（业）、停产、停课。7时 新会、台山新会、台山发布台风红色预警信号，预警生效区域停止集会、停课、停业（除特殊行业外）。6时30分 珠海6时30分，珠海发布台风红色预警信号，全市“四停”。采写/摄影：南都记者?陈小育 杨亮 黎秀敏 李京 王睦广 ?朱鹏景 赵炎雄 蒋乐进 吴进 郭继江"""
1,"""（原标题：交一辈子五险一金，退休你能拿回多少？不算不知道）"
1,"不知道大家有没有算过，从毕业工作到退休，每个月缴纳的五险一金和个税总共是多少钱？下面我们就一起来算一下。以2017年上海职工的平均月工资（6504元）为例，计算一下每个月缴纳的五险一金和个税。假设你从22岁开始工作，到65岁退休，假定工资水平不变。【个人】社会保险与公积金总额6504元×10.5%（社保）+6504元×7%（公积金）=个人缴费合计1138.2元需缴纳个税：81.58元【单位】社会保险与公积金总额6504元×31.5%（社保）+6504元×7%（公积金）=单位缴费合计：2504元（工伤费率按行业类别及工伤事故发生率等因素实行浮动费率）每个月需要缴纳的五险一金+个税是1138.2（五险一金）+81.58（个税）=1219.78元1年就要交1219.78×12 = 14637.36元43年需要缴纳14637.36×43 = 62.9万元这么算下来60多万也不是很多，但别忘了，这只是你自己缴纳的部分。其实公司每个月帮我们缴纳的五险一金比例和金额更高！43年下来，要交2504×12×43 =129.2万元个人+单位合计62.9万+129.2万= 192.1万元192万，就是我们43年工作中要缴纳的五险一金，这在大部分人看来可不是一个小数目。用5年就可以将缴纳的养老保险拿回来有些人会问：“难道这些钱就白白交出去了吗？”当然不是的！下面我们就来看一下，如何让这些钱回到自己手里。公积金可以用来买房或者全部取出来那么第一笔钱可以拿这么多：6504×14%×12×43 = 约47万元【养老保险领取】退休时每月能领取的养老金数额是每月领取总额即基本养老金=?基础养老金?+?个人账户养老金?+?过渡性养老金从目前大家每月能够领取的个人账户中养老金的标准来看，根据退休年龄的不同，“计发月数”也不一样，到65岁退休是按照101个计发月数来算。退休年龄23050举个例子：老王2017年在上海办理退休手续，退休前的月平均缴费工资为6504元（由于退休员工平均月缴费工资指数时，包括视同缴费年限的缴费工资指数，为便于统计，我们假设月平均缴费工资指数恒定为1），老王退休时上年度上海全市职工月平均工资为6504元，且不需要计算过渡养老金。基础养老金=（参保人员办理申领基本养老金手续时上年度全市职工月平均工资+本人指数化月平均缴费工资）÷2×（1%×缴费年限）=（6504+6504）÷2×（1%*43）= 约2797元个人养老账户储存额 =6504×8%×12×43 =约26.8万元个人账户养老金 =退休时个人账户储存额（个人缴纳总额）÷计发月份=约2658元所以每个月可以到手养老金：2797+2658=5455元如果这样的话，我们用4.1年（6504×8%×12×43÷5455÷12 ）就可以将缴纳的养老保险费用拿回来。不难得出，等70岁以后每个月领取的养老保险金都会是额外收入。除了住房公积金和退休后领养老金外，我们缴纳的医疗保险、生育保险、失业保险和工伤保险，也都是真金白银的实惠福利。以上海为例，门诊自负金额超出1500元以后的费用，根据病人年龄以及看病医院等级不同，报销比例为50%到75%不等。退休后，医保的报销比例更高！女员工怀孕后可以领取生育生活津贴和生育医疗费补贴。在符合失业保险领取条件的情况下，员工最多可以领到36000元。工伤赔偿项目包含：治（医）疗费、住院伙食补助费、外地就医交通费、食宿费、康复治疗费、停工留薪期工资、生活护理费、一次性伤残补助金等13种费用。"""
2,"""（原标题：陕西渭南公安回应拘留“质疑捐款者”：其编造虚假信息）"
